Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"sardeen fish","75","35","10","80.56","0.00","http://www.whiskas.com/Products/Product/sardine-mackerel","0.00","0.00","0.00","630000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50","1468392786"
"cat foods brands","67","0","10","0.00","6.41","http://www.whiskas.com/","0.00","0.00","1.00","431000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1465692551"
"savory gum","45","68","50","75.88","0.00","http://www.whiskas.com/Products/Product/salmon-dinner-in-sauce","0.00","0.00","0.29","495000","1.00,0.71,0.71,0.71,0.43,0.71,1.00,1.00,1.00,0.57,1.00,1.00","1469726541"
"crab with sauce","47","64","10","78.31","0.00","http://www.whiskas.com/Products/Product/captains-catch-crab-in-sauce","0.00","0.00","0.11","66300000","1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00","1467425488"
"what are the signs of a cat being pregnant","63","58","10","74.13","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.02","17600000","1.00,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,1.00,1.00,1.00","1467923187"
"how can you tell your cat is pregnant","26","25","50","77.67","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.06","2040000","1.00,0.71,1.00,0.43,0.43,0.57,0.43,0.43,0.57,0.57,1.00,1.00","1469708969"
"what food can kittens eat","23","24","20","75.43","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.44","1070000","0.33,0.33,1.00,0.67,1.00,1.00,0.67,0.67,0.67,0.33,0.33,0.33","1466968008"
"urinary tract cat","41","41","20","83.23","1.50","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.92","822000","1.00,0.33,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.33,0.67","1466959733"
"food in pouches","82","94","30","76.44","1.09","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","1.00","9940000","0.75,0.75,0.75,0.75,0.75,0.75,0.50,0.75,0.50,0.25,0.50,1.00","1469925047"
"when to wean a kitten","17","24","40","79.50","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.01","157000","0.29,0.71,1.00,0.57,0.71,1.00,0.71,0.43,0.29,0.14,0.14,0.14","1469968565"
"mother cat won t feed kittens","24","32","30","74.12","7.49","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.16","612000","0.71,0.71,1.00,0.57,0.43,0.43,0.71,0.14,0.14,0.14,0.14,0.14","1469904469"
"cats clean themselves","29","37","50","87.37","0.00","http://www.whiskas.com/CatsCorner/Article/Clean-Cats-Happy-Cats","0.00","0.00","0.00","18900000","1.00,0.44,0.44,0.22,0.33,0.33,0.22,1.00,0.56,0.56,0.56,0.33","1469719410"
"cats wet or dry food","43","39","20","79.82","0.00","http://www.whiskas.com/","0.00","0.00","0.15","4760000","1.00,0.33,0.67,1.00,1.00,0.67,0.33,0.33,0.67,0.33,0.67,1.00","1465581148"
"chicken pouches","32","40","70","75.19","0.26","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","0.92","710000","1.00,1.00,0.78,0.78,1.00,0.78,0.78,0.44,0.44,0.22,0.78,0.78","1469536905"
"cats pregnant woman","55","0","50","85.79","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","3110000","0.71,0.57,0.71,0.71,0.43,0.71,0.71,1.00,0.71,0.71,0.71,1.00","1469716234"
"mackerel fish calories","72","0","10","81.71","0.00","http://www.whiskas.com/Products/Product/sardine-mackerel","0.00","0.00","0.02","433000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00","1467859089"
"old people with cats","53","42","10","77.28","0.00","http://www.whiskas.com/CatsCorner/Article/Cat-Lovers-Live-Longer","0.00","0.00","0.00","11800000","1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467137123"
"understand your cat","66","75","20","84.25","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.03","8490000","0.67,0.33,1.00,0.33,0.67,0.33,0.33,0.67,0.33,0.67,0.67,0.67","1466958922"
"how much kitten eat","19","20","10","76.80","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.37","994000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50","1466860555"
"what should a cat eat","59","24","10","76.25","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.04","52500000","0.50,0.50,1.00,0.50,1.00,1.00,0.50,0.50,0.50,0.50,1.00,0.50","1467055365"
"top 20 cat names","34","37","40","75.03","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.15","13200000","0.40,0.60,0.80,0.80,1.00,1.00,0.80,0.60,0.60,1.00,0.60,0.40","1469876722"
"kittens growth stages","27","32","30","79.11","0.00","http://www.whiskas.com/CatsCorner/Article/Life-Stages-of-a-Cat","0.00","0.00","0.00","345000","0.80,1.00,1.00,0.40,1.00,0.60,0.20,0.20,0.40,0.20,0.20,0.20","1470435447"
"cat wont eat but drinks water","88","80","30","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.05","630000","0.40,0.60,0.40,0.40,0.40,0.80,0.60,0.40,0.40,0.80,1.00,0.40","1470519582"
"loss of appetite cats","61","64","10","73.57","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.07","601000","1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1466878691"
"how to know when your cat is pregnant","48","55","40","76.38","2.67","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.13","1850000","0.71,0.57,0.71,0.57,0.29,0.71,0.43,0.43,0.43,0.57,0.71,1.00","1469764254"
"foods for cats","24","85","40","79.99","8.73","http://www.whiskas.com/","0.00","0.00","0.94","39000000","0.43,0.43,0.43,1.00,0.71,0.57,0.43,0.43,0.43,0.57,0.57,0.43","1469758026"
"when can a kitten eat regular cat food","23","21","20","76.40","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.19","956000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.71,1.00,0.57,0.43,0.14","1470776776"
"anti allergy cat food","63","62","10","72.79","5.62","http://www.whiskas.com/CatsCorner/Article/Caring-for-Food-Sensitivities","0.00","0.00","1.00","685000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50","1466781968"
"names of kittens","66","0","30","74.09","1.01","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.35","747000","0.25,0.50,1.00,1.00,0.75,0.50,0.50,1.00,0.50,0.50,0.25,0.50","1469925921"
"can i feed my kitten tuna","89","75","40","78.90","9.49","http://www.whiskas.com/Home/Faqs","0.00","0.00","0.15","1390000","0.14,0.29,0.71,1.00,0.57,0.71,0.71,0.71,0.57,0.43,0.14,0.14","1469757458"
"what is the difference between male and female cats","68","63","10","78.75","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.00","559000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467427216"
"adult cat food","97","0","70","77.42","3.09","http://www.whiskas.com/Products/Product/indoor","0.00","0.00","1.00","10100000","0.64,0.45,0.27,1.00,0.45,0.64,0.45,0.64,0.64,0.45,0.82,0.64","1469003315"
"urinary tract blockage in cats","69","86","50","72.60","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.00","0.00","0.10","88000","0.78,0.22,0.33,0.33,0.78,0.56,0.78,0.44,0.78,1.00,0.78,0.22","1469751644"
"flutd cat food","20","25","40","69.62","1.46","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.93","29000","1.00,0.78,0.33,0.33,0.33,0.33,0.22,0.44,0.33,0.33,0.56,0.56","1469786345"
"cat pregnacy","58","53","30","79.69","2.36","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.13","35900000","1.00,0.80,0.80,1.00,0.40,1.00,0.40,0.20,0.40,0.40,0.20,1.00","1469913575"
"diet for cats with kidney failure","53","55","20","71.63","0.38","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","762000","0.25,0.25,0.25,0.25,0.25,0.50,0.25,1.00,0.75,1.00,0.75,0.25","1470649678"
"can kittens eat cat food","16","17","170","77.34","14.81","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.26","0.59","1030000","0.12,0.53,1.00,1.00,0.81,0.53,0.53,0.44,0.53,0.44,0.34,0.22","1467595233"
"weaning age for kittens","15","17","20","78.20","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.00","212000","0.33,0.67,1.00,1.00,0.67,0.67,0.33,0.67,0.33,0.33,0.00,0.33","1470692533"
"cat no appetite lethargy","85","0","10","74.84","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.01","71000","0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50","1468008567"
"at what age can kittens eat dry food","30","29","50","81.62","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.40","1080000","0.09,0.45,1.00,1.00,0.36,0.27,0.82,0.45,0.18,0.18,0.09,0.09","1469711104"
"whiskas cats","3","0","10","72.45","0.00","http://www.whiskas.com/Products/Product/kitten","0.00","0.00","0.20","477000","1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00","1466971440"
"cats when pregnant","40","37","50","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","28600000","0.33,0.56,0.56,0.56,0.78,0.44,1.00,0.33,0.33,0.22,0.44,0.44","1469748402"
"colitis cats","41","26","70","70.50","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Chronic-Diarrhea","0.00","0.00","0.03","449000","0.78,1.00,0.56,0.78,0.78,1.00,0.78,1.00,0.78,0.78,1.00,0.78","1469630760"
"what to feed a kitten 8 weeks old","39","42","10","80.28","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.00","576000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00","1467800075"
"when to feed kittens solid food","18","16","70","78.27","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.52","178000","0.15,0.81,1.00,0.12,0.08,0.19,0.27,0.12,0.04,0.04,0.04,0.04","1469622395"
"cat pictures gallery","65","62","10","78.92","0.00","http://www.whiskas.com/CatsCorner/Purrems","0.00","0.00","0.00","8340000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1466803872"
"how to tell if my cats pregnant","32","20","40","75.76","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.08","2830000","1.00,0.78,0.44,0.22,0.33,0.33,0.22,0.33,0.56,0.33,0.33,0.56","1469946246"
"gravy for cats recipe","74","0","50","70.80","2.76","http://www.whiskas.com/Products/Product/beef-in-gravy","0.00","0.00","0.56","394000","0.44,0.44,0.56,0.78,1.00,0.56,0.78,0.56,0.78,0.56,0.56,0.56","1469661468"
"filet minot","95","0","70","86.52","0.00","http://www.whiskas.com/Products/Product/filet-mignon-meaty-juices","0.00","0.00","0.02","15400000","0.56,0.78,0.56,0.78,1.00,1.00,0.56,0.78,0.78,0.78,1.00,1.00","1469643668"
"when can kitten eat dry food","77","77","20","81.90","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.40","687000","0.25,0.25,0.75,1.00,1.00,1.00,0.75,1.00,0.50,0.25,0.25,0.25","1466969119"
"what do you feed a 6 week old kitten","53","40","30","74.08","1.78","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.25","4050000","0.11,0.44,1.00,0.56,0.33,0.44,0.33,0.33,0.33,0.11,0.11,0.11","1469918000"
"food for senior cats","100","83","50","79.11","3.28","http://www.whiskas.com/CatsCorner/Article/Caring-for-Older-Cats","0.00","0.00","1.00","15700000","0.71,0.29,0.57,1.00,0.71,0.71,0.71,0.71,0.57,0.57,0.71,1.00","1469659005"
"how much do i feed a kitten","25","25","50","79.48","3.74","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.38","1730000","0.29,0.57,0.71,0.71,1.00,0.71,0.43,0.71,0.71,0.57,0.43,0.29","1469657623"
"cat large intestine","96","100","30","78.37","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Chronic-Diarrhea","0.00","0.00","0.00","604000","0.44,0.78,1.00,0.33,0.11,0.11,0.11,0.22,0.33,0.22,0.11,0.33","1470438538"
"good name for a kitten","44","51","10","70.81","0.00","http://www.whiskas.com/CatsCorner/Article/whats-in-a-name","0.00","0.00","0.27","43300000","0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467873858"
"signs your cats pregnant","72","82","20","77.52","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.12","1530000","1.00,0.50,0.50,0.25,0.25,0.50,0.25,0.25,0.25,0.50,0.25,0.50","1466940344"
"the cat corner","68","73","140","64.67","0.00","http://www.whiskas.com/CatsCorner/Articles","0.00","0.00","0.02","4620000","0.52,0.43,0.52,0.52,0.52,0.67,0.67,0.81,0.81,0.67,1.00,0.67","1467768493"
"cats in season","62","47","10","76.99","0.00","http://www.whiskas.com/CatsCorner/Article/Cats-In-Heat","0.00","0.00","0.01","50300000","1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467282974"
"the cat and the claw","60","0","50","90.96","0.00","http://www.whiskas.com/CatsCorner/Article/On-Claws-and-Paws","0.00","0.00","0.12","9440000","1.00,0.44,0.78,0.56,1.00,0.78,0.44,0.44,0.33,0.44,0.33,0.56","1469704743"
"what is in gravy","95","0","90","88.98","0.14","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","0.00","37600000","0.27,0.35,0.15,0.27,0.27,0.27,0.35,0.35,1.00,0.35,0.27,0.42","1468799966"
"how many times a day do you feed a kitten","40","28","90","77.08","3.86","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.31","5210000","0.09,0.45,0.82,1.00,1.00,1.00,1.00,1.00,0.82,0.45,0.45,0.36","1467987949"
"cuts of poultry","73","59","20","72.56","0.12","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","0.02","13400000","0.67,1.00,0.67,0.33,0.33,0.33,0.67,0.33,1.00,0.33,0.67,1.00","1470667748"
"4 month kitten","65","27","140","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.02","15900000","0.33,0.33,0.33,0.52,0.81,1.00,0.67,0.52,0.81,0.81,0.67,0.33","1467787866"
"feline diarrhea diet","79","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.00","405000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.00","1465909876"
"cat food wet","61","53","90","82.21","3.81","http://www.whiskas.com/","0.00","0.00","1.00","4560000","0.50,0.50,0.64,0.50,0.64,0.64,0.64,0.64,0.79,0.64,0.79,1.00","1467988017"
"how to tell a cats pregnant","87","55","20","75.48","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.06","721000","0.67,0.67,1.00,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67","1465496256"
"can u give cats milk","55","59","40","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.01","3080000","0.29,0.29,0.43,0.43,0.71,1.00,1.00,0.57,0.57,0.71,0.71,0.43","1469885041"
"my cat wont eat or drink","75","79","260","77.47","2.42","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.07","2020000","0.44,0.54,0.82,1.00,0.67,0.36,0.44,0.82,0.82,0.54,0.54,0.82","1468610445"
"cat diahrrea","52","56","20","78.95","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.35","703000","0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,1.00,0.67","1469231060"
"chicken for cats","41","62","50","75.15","0.00","http://www.whiskas.com/Products/Product/chicken","0.00","0.00","0.22","32000000","0.71,0.71,0.57,0.57,0.71,0.71,0.57,1.00,0.57,1.00,1.00,0.71","1469737255"
"non pedigree kittens for sale","17","12","10","60.47","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.27","427000","1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00","1467462780"
"crf cat food","49","54","10","69.51","2.66","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.13","52000","0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50","1466817430"
"cat grill","70","0","50","67.62","0.00","http://www.whiskas.com/Products/Product/mixed-grill-gravy","0.00","0.00","0.02","39900000","0.71,1.00,0.71,0.71,0.71,1.00,0.71,0.71,0.57,0.71,1.00,0.71","1469743700"
"feeding 6 week old kitten","81","52","10","73.48","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.33","850000","0.00,0.33,0.67,0.33,0.33,1.00,1.00,0.33,0.67,0.67,0.67,0.33","1467041616"
"cat climbing curtains","48","42","20","73.01","0.00","http://www.whiskas.com/CatsCorner/Article/Teaching-Kittens-Good-Manners","0.00","0.00","0.47","489000","0.67,0.67,0.33,0.33,0.67,1.00,0.67,0.67,1.00,1.00,1.00,1.00","1465501180"
"cat stroke recovery","57","63","90","73.50","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.19","585000","0.64,0.36,0.29,0.50,0.79,1.00,0.64,0.64,0.79,0.50,0.79,1.00","1468635825"
"urethral blockage in cats","58","57","20","73.53","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Struvite-Stones","0.00","0.00","0.45","34000","0.60,0.20,0.20,0.40,0.40,0.20,0.20,0.20,0.60,1.00,0.60,0.20","1465583029"
"pedigree kittens","45","42","10","58.66","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.26","472000","1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.50","1467637086"
"sauce pate","18","0","10","0.00","0.00","http://www.whiskas.com/Products/Product/salmon-dinner-in-sauce","0.00","0.00","0.00","619000","1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1468517549"
"low phosphorus cat foods","26","36","30","66.11","3.21","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.98","76000","0.45,0.18,0.18,0.36,0.27,1.00,0.18,0.18,0.09,0.18,0.18,0.18","1469909357"
"weaned kittens","15","15","30","78.43","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.17","463000","0.14,0.43,0.71,0.57,0.43,0.43,1.00,0.43,0.14,0.29,0.14,0.14","1470321649"
"should you give a cat milk","83","0","30","79.08","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.31","2490000","0.20,0.40,0.40,0.60,0.60,0.80,0.40,0.40,0.80,0.80,1.00,0.60","1470336523"
"should you give a cat milk","82","74","30","79.08","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.31","2490000","0.20,0.40,0.40,0.60,0.60,0.80,0.40,0.40,0.80,0.80,1.00,0.60","1470336523"
"convalescence period","93","91","40","87.88","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-After-Illness-or-Surgery","0.00","0.00","0.00","476000","0.80,1.00,0.80,0.40,0.60,0.40,0.60,1.00,0.80,0.80,0.40,0.80","1469884477"
"food selections","73","0","10","82.57","0.00","http://www.whiskas.com/Products/Product/seafood-selections","0.00","0.00","0.01","113000000","0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50","1467759277"
"kittens and food","25","36","10","76.32","0.00","http://www.whiskas.com/Products/Product/kitten","0.00","0.00","0.59","14000000","0.50,1.00,1.00,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50","1458067395"
"how to leash train your cat","50","44","40","81.52","0.00","http://www.whiskas.com/CatsCorner/Article/Training-Your-Cat","0.00","0.00","0.01","664000","0.60,0.60,0.80,0.60,0.80,0.80,0.40,0.40,1.00,0.80,0.80,0.60","1469893113"
"do kittens need wet food","41","81","50","76.43","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.31","956000","0.22,0.11,0.44,0.78,0.78,1.00,0.78,0.78,0.78,0.56,0.56,0.33","1469727570"
"usa cat","46","61","30","69.91","0.00","http://www.whiskas.com/","0.00","0.00","0.11","265000000","0.18,0.27,0.27,0.36,1.00,0.18,0.18,0.27,0.18,0.18,0.18,0.27","1470341642"
"feed kittens milk","58","51","20","73.52","6.51","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.84","532000","0.25,0.25,0.75,0.50,1.00,0.75,0.75,0.50,0.50,0.25,0.25,0.25","1466839939"
"what to do if cat has fleas","64","76","90","0.00","2.26","http://www.whiskas.com/CatsCorner/Article/Making-Fleas-Flee","0.00","0.00","0.04","6760000","0.29,0.21,0.36,0.50,0.79,1.00,1.00,1.00,1.00,0.50,0.50,0.36","1467991518"
"can cats understand humans","77","79","210","85.85","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","4850000","0.44,0.54,1.00,0.82,0.44,0.23,0.28,0.82,0.67,0.36,0.36,0.23","1469013085"
